'_preisstaffel_nr'|'artikel_id'|'farb_nr'|'groesse'|'vk_preis'|'aktionspreis'|'von_datum'|'bis_datum'|'staffel_1'|'staffel_2'|'staffel_3'|'staffel_4'|'staffel_5'|'vk_1'|'vk_2'|'vk_3'|'vk_4'|'vk_5'|'rabatt_1'|'empfohlener_VK'
'1'|'472'|'0149'|'M'|'112.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'112.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'472'|'0149'|'S'|'112.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'112.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'472'|'0149'|'XS'|'112.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'112.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'473'|'0149'|'L'|'316.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'316.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'849.000'
'1'|'473'|'0149'|'M'|'316.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'316.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'849.000'
'1'|'473'|'0149'|'S'|'316.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'316.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'849.000'
'1'|'473'|'0149'|'XS'|'316.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'316.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'849.000'
'1'|'475'|'0154'|'L'|'629.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'629.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1698.000'
'1'|'475'|'0154'|'M'|'629.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'629.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1698.000'
'1'|'475'|'0154'|'S'|'629.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'629.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1698.000'
'1'|'475'|'0154'|'XS'|'629.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'629.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1698.000'
'1'|'476'|'0000'|'L'|'900.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'900.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'2429.000'
'1'|'476'|'0000'|'M'|'900.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'900.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'2429.000'
'1'|'476'|'0000'|'S'|'900.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'900.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'2429.000'
'1'|'476'|'0000'|'XS'|'900.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'900.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'2429.000'
'1'|'477'|'0232'|'L'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'477'|'0232'|'M'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'477'|'0232'|'S'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'477'|'0232'|'XS'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'478'|'0000'|'L'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'478'|'0000'|'M'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'478'|'0000'|'S'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'478'|'0000'|'XS'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'48'|'0041'|'L'|'173.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'173.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'48'|'0041'|'M'|'173.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'173.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'48'|'0041'|'S'|'173.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'173.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'48'|'0041'|'XS'|'173.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'173.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'480'|'0163'|'L'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'480'|'0163'|'M'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'480'|'0163'|'S'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'480'|'0163'|'XL'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'480'|'0163'|'XS'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'481'|'0000'|'L'|'370.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'370.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'998.000'
'1'|'481'|'0000'|'M'|'370.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'370.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'998.000'
'1'|'481'|'0000'|'S'|'370.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'370.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'998.000'
'1'|'481'|'0000'|'XS'|'370.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'370.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'998.000'
'1'|'482'|'0163'|'L'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'482'|'0163'|'M'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'482'|'0163'|'S'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'482'|'0163'|'XL'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'482'|'0163'|'XS'|'148.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'148.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'398.000'
'1'|'489'|'0003'|'OS'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'489'|'0038'|'OS'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'49'|'0023'|'L'|'134.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'134.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'49'|'0023'|'M'|'134.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'134.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'49'|'0023'|'S'|'134.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'134.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'49'|'0023'|'XS'|'134.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'134.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'490'|'0000'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'490'|'0001'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'490'|'0072'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'491'|'0000'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'491'|'0001'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'491'|'0072'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'492'|'0003'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'493'|'0003'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'494'|'0112'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'495'|'0112'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'496'|'0110'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'497'|'0110'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'498'|'0105'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'499'|'0105'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'50'|'0000'|'L'|'200.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'200.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'539.000'
'1'|'50'|'0000'|'M'|'200.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'200.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'539.000'
'1'|'50'|'0000'|'S'|'200.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'200.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'539.000'
'1'|'50'|'0000'|'XS'|'200.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'200.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'539.000'
'1'|'500'|'0109'|'OS'|'119.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'119.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'501'|'0109'|'OS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'503'|'0048'|'OS'|'52.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'52.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'139.000'
'1'|'503'|'0105'|'OS'|'52.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'52.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'139.000'
'1'|'504'|'0000'|'L'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0000'|'M'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0000'|'S'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0000'|'XS'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0004'|'L'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0004'|'M'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0004'|'S'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0004'|'XS'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0038'|'L'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0038'|'M'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0038'|'S'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0038'|'XS'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0239'|'L'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0239'|'M'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0239'|'S'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'504'|'0239'|'XS'|'89.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'89.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'239.000'
'1'|'505'|'0000'|'L'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0000'|'M'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0000'|'S'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0000'|'XS'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0004'|'L'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0004'|'M'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0004'|'S'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0004'|'XS'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0038'|'L'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0038'|'M'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0038'|'S'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0038'|'XS'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0239'|'L'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0239'|'M'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0239'|'S'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'505'|'0239'|'XS'|'78.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'78.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'209.000'
'1'|'506'|'0000'|'L'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0000'|'M'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0000'|'S'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0000'|'XS'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0001'|'L'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0001'|'M'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0001'|'S'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'506'|'0001'|'XS'|'74.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'74.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'198.000'
'1'|'507'|'0240'|'L'|'70.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'70.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'189.000'
'1'|'507'|'0240'|'M'|'70.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'70.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'189.000'
'1'|'507'|'0240'|'S'|'70.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'70.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'189.000'
'1'|'507'|'0240'|'XS'|'70.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'70.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'189.000'
'1'|'508'|'0039'|'L'|'140.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'140.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'379.000'
'1'|'508'|'0039'|'M'|'140.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'140.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'379.000'
'1'|'508'|'0039'|'S'|'140.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'140.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'379.000'
'1'|'508'|'0039'|'XS'|'140.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'140.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'379.000'
'1'|'509'|'0039'|'L'|'126.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'126.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'339.000'
'1'|'509'|'0039'|'M'|'126.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'126.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'339.000'
'1'|'509'|'0039'|'S'|'126.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'126.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'339.000'
'1'|'509'|'0039'|'XS'|'126.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'126.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'339.000'
'1'|'51'|'0000'|'L'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'51'|'0000'|'M'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'51'|'0000'|'S'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'51'|'0000'|'XS'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'510'|'0241'|'L'|'170.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'170.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'459.000'
